"timestamp","ICMP_ping","ICMP_loss","ICMP_response_time","Device_uptime","SNMP_availability","range","EX_Inbound_packets_discarded","IN_Inbound_packets_discarded","P_Inbound_packets_discarded","EX_Outbound_packets_discarded","IN_Outbound_packets_discarded","P_Outbound_packets_discarded","EX_Inbound_packets_with_errors","IN_Inbound_packets_with_errors","P_Inbound_packets_with_errors","EX_Outbound_packets_with_errors","IN_Outbound_packets_with_errors","P_Outbound_packets_with_errors","EX_Bits_sent","IN_Bits_sent","P_Bits_sent","EX_Bits_received","IN_Bits_received","P_Bits_received","EX_Speed","IN_Speed","P_Speed","EX_Interface_type","IN_Interface_type","P_Interface_type","EX_Operational_status","IN_Operational_status","P_Operational_status","class"
"1556644325","1","0","0.0141","2373","1","119","0.0","0.0","0.0","0.0","0.0","0.0","1.0","5.0","0.0","0.0","0.0","0.0","29112.0","187416.0","200.0","191984.0","23488.0","144.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556644505","1","0","0.0132","2533","1","119","0.0","0.0","0.0","0.0","0.0","0.0","1.0","4.0","0.0","0.0","0.0","0.0","20344.0","193504.0","216.0","188632.0","16320.0","184.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556644685","1","0","0.0193","2694","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","18272.0","159584.0","200.0","154888.0","14920.0","136.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556644865","1","0","0.009","2854","1","119","0.0","0.0","0.0","0.0","0.0","0.0","1.0","10.0","0.0","0.0","0.0","0.0","50208.0","113832.0","200.0","116024.0","43256.0","152.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","D"
"1556645045","1","0","0.02","3017","1","119","0.0","0.0","0.0","0.0","0.0","0.0","1.0","2.0","0.0","0.0","0.0","0.0","9128.0","75744.0","248.0","76384.0","5672.0","216.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","D"
"1556645225","1","0","0.0161","3179","1","119","0.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","4712.0","162144.0","208.0","161896.0","2064.0","168.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","D"
"1556645405","1","0","0.012","3342","1","119","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","5456.0","225224.0","208.0","226664.0","1832.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","D"
"1556645585","1","0","0.0129","3512","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2808.0","121448.0","200.0","120976.0","1728.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","D"
"1556645765","1","0","0.01","3670","1","119","0.0","0.0","0.0","0.0","0.0","0.0","3.0","2.0","0.0","0.0","0.0","0.0","32192.0","153536.0","200.0","153744.0","26328.0","168.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556645945","1","0","0.0118","3832","1","119","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","15912.0","235384.0","200.0","235296.0","11616.0","152.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556646125","1","0","0.013","3998","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8576.0","146776.0","200.0","146592.0","7480.0","152.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556646305","1","0","0.0115","4167","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1448.0","21488.0","216.0","21248.0","816.0","192.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556646485","1","0","0.0132","4333","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4496.0","74512.0","208.0","78376.0","3976.0","168.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556646665","1","0","0.0111","4499","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1320.0","174936.0","216.0","170656.0","808.0","176.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556646845","1","0","0.0117","4667","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1488.0","91976.0","208.0","91736.0","992.0","152.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556647025","1","0","0.0124","4835","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1168.0","122824.0","208.0","129192.0","632.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556647205","1","0","0.0321","5002","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1248.0","104536.0","200.0","97704.0","824.0","152.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556647385","1","0","0.018","5170","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2952.0","132000.0","208.0","131824.0","1840.0","184.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556647565","1","0","0.0125","5342","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1088.0","696.0","232.0","456.0","744.0","184.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556647745","1","0","0.007","5513","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1224.0","696.0","208.0","464.0","824.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556647925","1","0","0.0086","5684","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3152.0","712.0","208.0","472.0","2864.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556648105","1","0","0.0076","5854","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1120.0","648.0","224.0","392.0","656.0","152.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556648285","1","0","0.0102","6026","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1240.0","768.0","216.0","544.0","920.0","176.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556648465","1","0","0.0094","6196","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4592.0","944.0","216.0","744.0","4088.0","168.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556648645","1","0","0.0106","6364","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","960.0","60232.0","208.0","65088.0","616.0","176.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556648825","1","0","0.0135","6533","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1224.0","36056.0","224.0","30688.0","760.0","176.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556649005","1","0","0.0112","6702","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1296.0","130648.0","208.0","130432.0","808.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556649185","1","0","0.0098","6871","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","992.0","66976.0","224.0","66760.0","584.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556649365","1","0","0.0157","7039","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1952.0","150736.0","224.0","150432.0","1448.0","176.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556649545","1","0","0.0083","7208","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1544.0","157376.0","208.0","157264.0","1048.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556649725","1","0","0.0079","7380","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","968.0","36704.0","208.0","36448.0","616.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556649905","1","0","0.011","7552","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4480.0","624.0","208.0","456.0","4056.0","184.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556650085","1","0","0.0144","7725","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1144.0","688.0","208.0","408.0","800.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556650265","1","0","0.008","7898","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2408.0","672.0","224.0","448.0","2024.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556650445","1","0","0.011","8069","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2576.0","1744.0","208.0","1512.0","2216.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556650625","1","0","0.0081","8240","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1360.0","81496.0","224.0","81208.0","896.0","176.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556650805","1","0","0.0174","8412","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1080.0","776.0","232.0","544.0","712.0","184.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556650985","1","0","0.017","8585","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2744.0","712.0","208.0","528.0","1712.0","184.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556651165","1","0","0.0153","8759","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1216.0","688.0","208.0","504.0","816.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556651345","1","0","0.01","8931","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1112.0","768.0","264.0","448.0","768.0","200.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556651525","1","0","0.0131","9104","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1000.0","624.0","208.0","400.0","672.0","152.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556651705","1","0","0.0118","9275","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4480.0","640.0","208.0","424.0","4080.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556651885","1","0","0.0105","9447","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1192.0","704.0","208.0","464.0","792.0","168.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556652065","1","0","0.0128","9620","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","960.0","632.0","208.0","400.0","648.0","152.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556652245","1","0","0.0092","9791","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4024.0","664.0","232.0","480.0","3592.0","184.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556652425","1","0","0.0083","9963","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1192.0","62384.0","208.0","62112.0","752.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556652605","1","0","0.0077","10135","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","928.0","696.0","216.0","448.0","624.0","168.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556652785","1","0","0.0083","10307","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1024.0","672.0","216.0","480.0","696.0","168.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556652965","1","0","0.0169","10480","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1248.0","744.0","232.0","448.0","872.0","184.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556653145","1","0","0.0093","10653","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","944.0","680.0","248.0","416.0","632.0","184.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556653325","1","0","0.0086","10826","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1048.0","632.0","208.0","400.0","736.0","152.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556653505","1","0","0.008","10999","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1208.0","736.0","216.0","488.0","808.0","184.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556653685","1","0","0.0217","11171","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3992.0","664.0","200.0","416.0","3680.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556653865","1","0","0.0436","11344","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1208.0","632.0","216.0","408.0","776.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556654045","1","0","0.0068","11517","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1800.0","736.0","208.0","512.0","1280.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556654225","1","0","0.0097","11689","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1032.0","712.0","216.0","536.0","656.0","176.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556654405","1","0","0.0087","11862","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1040.0","720.0","208.0","408.0","664.0","168.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556654585","1","0","0.0095","12035","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2896.0","776.0","224.0","584.0","1848.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556654765","1","0","0.0307","12198","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","37952.0","56368.0","208.0","56168.0","34608.0","168.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556654945","1","0","0.015","12359","1","119","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","16456.0","112352.0","224.0","112216.0","12736.0","184.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556655125","1","0","0.0195","12520","1","119","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","3136.0","123680.0","216.0","123360.0","1224.0","176.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556655305","1","0","0.0131","12682","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","11384.0","29344.0","224.0","29344.0","10192.0","208.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","D"
"1556655485","1","0","0.0108","12849","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","704.0","392.0","200.0","192.0","0.0","176.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","D"
"1556655665","1","0","0.0147","13018","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","320.0","448.0","224.0","184.0","0.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","D"
"1556655845","1","0","0.0084","13188","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","320.0","400.0","208.0","192.0","0.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","D"
"1556656025","1","0","0.0107","13359","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","328.0","400.0","200.0","192.0","0.0","152.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","D"
"1556656205","1","0","0.0117","13531","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","320.0","400.0","208.0","224.0","0.0","184.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","D"
"1556656385","1","0","0.0112","13702","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3192.0","880.0","312.0","272.0","2920.0","264.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556656565","1","0","0.0197","13869","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","44272.0","31232.0","200.0","29536.0","38704.0","152.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556656745","1","0","0.0091","14033","1","119","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","27712.0","192848.0","208.0","193720.0","21456.0","152.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556656925","1","0","0.0238","14193","1","119","0.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","7840.0","240640.0","200.0","243168.0","3248.0","152.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556657105","1","0","0.0099","14355","1","119","0.0","0.0","0.0","0.0","0.0","0.0","1.0","4.0","0.0","0.0","0.0","0.0","13456.0","138912.0","200.0","133912.0","11544.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556657285","1","0","0.0134","14523","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12.0","0.0","0.0","0.0","0.0","23608.0","95984.0","232.0","98520.0","22616.0","192.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556657465","1","0","0.0103","14688","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12.0","0.0","0.0","0.0","0.0","24208.0","67728.0","216.0","67576.0","23432.0","152.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556657645","1","0","0.0214","14853","1","119","0.0","0.0","0.0","0.0","0.0","0.0","1.0","6.0","0.0","0.0","0.0","0.0","30736.0","63040.0","208.0","63472.0","28712.0","152.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556657825","1","0","0.0142","15017","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","4704.0","73088.0","168.0","72272.0","3000.0","152.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556658005","1","0","0.0328","15183","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4712.0","1064.0","208.0","832.0","3672.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556658185","1","0","0.0359","15350","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4248.0","1048.0","240.0","888.0","2600.0","176.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556658365","1","0","0.012","15515","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3224.0","4160.0","208.0","3928.0","2496.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556658545","1","0","0.0114","15679","1","119","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","8560.0","54120.0","208.0","53664.0","7096.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556658725","1","0","0.0265","15846","1","119","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","34048.0","62496.0","200.0","62656.0","31512.0","152.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556658905","1","0","0.0111","16010","1","119","0.0","0.0","0.0","0.0","0.0","0.0","1.0","5.0","0.0","0.0","0.0","0.0","19192.0","50960.0","200.0","50816.0","15384.0","152.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556659085","1","0","0.0184","16177","1","119","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17.0","0.0","0.0","0.0","0.0","41816.0","46208.0","200.0","46880.0","38920.0","152.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
