"timestamp","ICMP_ping","ICMP_loss","ICMP_response_time","Device_uptime","SNMP_availability","range","EX_Inbound_packets_discarded","IN_Inbound_packets_discarded","P_Inbound_packets_discarded","EX_Outbound_packets_discarded","IN_Outbound_packets_discarded","P_Outbound_packets_discarded","EX_Inbound_packets_with_errors","IN_Inbound_packets_with_errors","P_Inbound_packets_with_errors","EX_Outbound_packets_with_errors","IN_Outbound_packets_with_errors","P_Outbound_packets_with_errors","EX_Bits_sent","IN_Bits_sent","P_Bits_sent","EX_Bits_received","IN_Bits_received","P_Bits_received","EX_Speed","IN_Speed","P_Speed","EX_Interface_type","IN_Interface_type","P_Interface_type","EX_Operational_status","IN_Operational_status","P_Operational_status","class"
"1556644327","1","0","0.0142","2370","1","140","0.0","0.0","0.0","0.0","0.0","0.0","2.0","4.0","0.0","0.0","0.0","0.0","35528.0","182240.0","208.0","182144.0","30488.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556644507","1","0","0.0156","2531","1","140","0.0","0.0","0.0","0.0","0.0","0.0","1.0","6.0","0.0","0.0","0.0","0.0","34232.0","115352.0","216.0","115192.0","29416.0","168.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556644687","1","0","0.0112","2689","1","140","0.0","0.0","0.0","0.0","0.0","0.0","1.0","4.0","0.0","0.0","0.0","0.0","26768.0","190864.0","192.0","191008.0","22880.0","152.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556644867","1","0","0.0283","2848","1","140","0.0","0.0","0.0","0.0","0.0","0.0","3.0","1.0","0.0","0.0","0.0","0.0","36808.0","217888.0","176.0","217568.0","30232.0","152.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","F"
"1556645047","1","0","0.0191","3009","1","140","0.0","0.0","0.0","0.0","0.0","0.0","1.0","2.0","0.0","0.0","0.0","0.0","35200.0","148536.0","256.0","148384.0","31064.0","208.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","F"
"1556645227","1","0","0.0165","3172","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.0","0.0","0.0","0.0","0.0","36296.0","57680.0","216.0","57464.0","33056.0","176.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","F"
"1556645407","1","0","0.0158","3337","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.0","0.0","0.0","0.0","0.0","37880.0","15408.0","200.0","18608.0","33984.0","152.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","F"
"1556645587","1","0","0.0104","3507","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","14592.0","7168.0","208.0","3576.0","13168.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","F"
"1556645767","1","0","0.0121","3665","1","140","0.0","0.0","0.0","0.0","0.0","0.0","1.0","6.0","0.0","0.0","0.0","0.0","48480.0","100608.0","216.0","98600.0","42328.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556645947","1","0","0.0391","3829","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.0","0.0","0.0","0.0","0.0","34208.0","64424.0","200.0","66048.0","30128.0","152.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556646127","1","0","0.0095","3993","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","7552.0","66104.0","208.0","65912.0","6120.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556646307","1","0","0.0095","4161","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","5600.0","1032.0","232.0","800.0","4896.0","176.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556646487","1","0","0.0117","4327","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","5912.0","73864.0","208.0","73656.0","5424.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556646667","1","0","0.0213","4493","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","9160.0","704.0","216.0","456.0","8832.0","184.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556646847","1","0","0.0128","4659","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","7464.0","66024.0","200.0","72440.0","6792.0","152.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556647027","1","0","0.0126","4826","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","6400.0","65944.0","208.0","59096.0","6336.0","176.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556647207","1","0","0.0159","4996","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","6208.0","648.0","208.0","464.0","5928.0","144.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556647387","1","0","0.0099","5165","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","7296.0","832.0","224.0","648.0","6512.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556647567","1","0","0.0073","5337","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1288.0","624.0","232.0","336.0","896.0","176.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556647747","1","0","0.0112","5508","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1688.0","648.0","208.0","480.0","1152.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556647927","1","0","0.008","5678","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1104.0","57168.0","208.0","55864.0","864.0","176.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556648107","1","0","0.0114","5849","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1112.0","648.0","208.0","1424.0","672.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556648287","1","0","0.0108","6021","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2488.0","904.0","216.0","672.0","2080.0","176.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556648467","1","0","0.0083","6188","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1344.0","82000.0","216.0","81760.0","848.0","176.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556648647","1","0","0.0224","6358","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4144.0","576.0","232.0","368.0","3768.0","168.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556648827","1","0","0.0146","6522","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","9960.0","140040.0","216.0","139848.0","9360.0","168.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556649007","1","0","0.0144","6690","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","6608.0","752.0","208.0","552.0","6344.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556649187","1","0","0.0105","6861","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","4592.0","600.0","208.0","352.0","4392.0","184.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556649367","1","0","0.01","7030","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","8016.0","1072.0","224.0","776.0","7792.0","184.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556649547","1","0","0.0156","7201","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","5480.0","888.0","208.0","672.0","5248.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556649727","1","0","0.0083","7373","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","2688.0","1040.0","200.0","784.0","2304.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556649907","1","0","0.0104","7543","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1264.0","74232.0","224.0","74008.0","800.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556650087","1","0","0.0071","7716","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1392.0","648.0","208.0","432.0","1000.0","168.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556650267","1","0","0.0091","7890","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1120.0","21880.0","208.0","21656.0","752.0","176.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556650447","1","0","0.0078","8060","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1496.0","43104.0","208.0","42864.0","1056.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556650627","1","0","0.0082","8228","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7616.0","67920.0","216.0","67680.0","7128.0","176.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556650807","1","0","0.0134","8399","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4272.0","63392.0","232.0","63200.0","2736.0","184.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556650987","1","0","0.0096","8573","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2040.0","744.0","232.0","464.0","2168.0","168.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556651167","1","0","0.0171","8747","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1336.0","648.0","200.0","424.0","1008.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556651347","1","0","0.0097","8919","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1320.0","752.0","240.0","512.0","848.0","216.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556651527","1","0","0.0085","9092","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1296.0","632.0","216.0","408.0","896.0","168.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556651707","1","0","0.0158","9262","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1264.0","81856.0","208.0","81632.0","840.0","152.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556651887","1","0","0.0086","9434","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1344.0","760.0","208.0","544.0","928.0","168.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556652067","1","0","0.0292","9607","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1096.0","616.0","224.0","384.0","856.0","184.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556652247","1","0","0.0084","9777","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1272.0","62744.0","208.0","62504.0","768.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556652427","1","0","0.0089","9949","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4080.0","736.0","208.0","488.0","3600.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556652607","1","0","0.0078","10117","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4936.0","128256.0","216.0","128072.0","4440.0","176.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556652787","1","0","0.0066","10290","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1168.0","600.0","208.0","328.0","896.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556652967","1","0","0.0129","10463","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1536.0","792.0","232.0","600.0","1024.0","184.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556653147","1","0","0.0108","10636","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1072.0","680.0","224.0","392.0","832.0","200.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556653327","1","0","0.0122","10810","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1360.0","1008.0","208.0","736.0","1008.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556653507","1","0","0.0166","10984","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1440.0","736.0","224.0","496.0","1032.0","168.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556653687","1","0","0.0135","11155","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1168.0","62368.0","208.0","62160.0","688.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556653867","1","0","0.0108","11328","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1240.0","616.0","208.0","360.0","888.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556654047","1","0","0.0088","11501","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1744.0","824.0","208.0","584.0","1208.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556654227","1","0","0.0082","11673","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1208.0","704.0","216.0","464.0","808.0","176.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556654407","1","0","0.012","11847","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1736.0","592.0","208.0","368.0","1304.0","168.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556654587","1","0","0.0115","12020","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3112.0","752.0","208.0","544.0","2184.0","176.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556654767","1","0","0.0124","12182","1","140","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","15904.0","150016.0","216.0","149896.0","12472.0","176.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556654947","1","0","0.0109","12344","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","31040.0","50656.0","224.0","50464.0","27640.0","176.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556655127","1","0","0.0183","12506","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","26344.0","1224.0","216.0","1000.0","22624.0","176.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556655307","1","0","0.0161","12665","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","18696.0","127512.0","240.0","127336.0","17048.0","184.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","F"
"1556655487","1","0","0.0099","12832","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","448.0","400.0","224.0","200.0","0.0","176.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","F"
"1556655667","1","0","0.0161","13001","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","304.0","384.0","200.0","184.0","0.0","152.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","F"
"1556655847","1","0","0.0136","13172","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","328.0","416.0","208.0","192.0","0.0","168.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","F"
"1556656027","1","0","0.0117","13343","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","336.0","448.0","208.0","192.0","0.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","F"
"1556656207","1","0","0.0099","13515","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","328.0","400.0","224.0","192.0","0.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","F"
"1556656387","1","0","0.0166","13685","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","912.0","30552.0","304.0","30264.0","552.0","264.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556656567","1","0","0.0096","13847","1","140","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","10776.0","151480.0","200.0","150560.0","5712.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556656747","1","0","0.0149","14013","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","40976.0","71096.0","200.0","71688.0","36152.0","152.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556656927","1","0","0.0316","14176","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.0","0.0","0.0","0.0","0.0","36384.0","11536.0","200.0","10584.0","31600.0","152.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556657107","1","0","0.0123","14338","1","140","0.0","0.0","0.0","0.0","0.0","0.0","1.0","7.0","0.0","0.0","0.0","0.0","20672.0","155568.0","200.0","156176.0","16264.0","176.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556657287","1","0","0.0104","14502","1","140","0.0","0.0","0.0","0.0","0.0","0.0","1.0","4.0","0.0","0.0","0.0","0.0","8368.0","210072.0","224.0","216952.0","5624.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556657467","1","0","0.0225","14664","1","140","0.0","0.0","0.0","0.0","0.0","0.0","2.0","4.0","0.0","0.0","0.0","0.0","14232.0","216368.0","208.0","209248.0","12688.0","176.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556657647","1","0","0.0141","14826","1","140","0.0","0.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","0.0","0.0","0.0","15528.0","217328.0","200.0","222736.0","12704.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556657827","1","0","0.013","14988","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","22448.0","101912.0","200.0","96320.0","20480.0","136.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556658007","1","0","0.0106","15154","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4032.0","3424.0","200.0","3128.0","3008.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556658187","1","0","0.0203","15322","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4160.0","896.0","216.0","728.0","2880.0","192.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556658367","1","0","0.075","15483","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9880.0","67680.0","208.0","67472.0","8880.0","168.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556658547","1","0","0.015","15642","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","22552.0","153960.0","208.0","153784.0","20928.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556658727","1","0","0.0119","15802","1","140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","19000.0","274104.0","192.0","278464.0","15672.0","152.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556658907","1","0","0.0106","15963","1","140","0.0","0.0","0.0","0.0","0.0","0.0","1.0","3.0","0.0","0.0","0.0","0.0","27536.0","146544.0","200.0","141840.0","24344.0","160.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
"1556659087","1","0","0.0179","16125","1","140","0.0","0.0","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","0.0","11648.0","306432.0","200.0","308936.0","9000.0","152.0","1.0E9","1.0E9","1.0E9","6.0","6.0","6.0","1.0","1.0","1.0","NE"
